paper_row,40%,60%,80%
Path-magnitude,68.92200002441406,68.37200002441406,64.88599995605469
Magnitude,69.154,68.6199999975586,67.317999921875
Magnitude (rescaled),62.4499999609375,59.06199995117188,0.1
