paper_row,none,10%,20%,40%,60%,80%
Path-Magnitude (*),68.70466667073568,68.74799995117188,68.70200002685547,68.92200002441406,68.37200002441406,64.88599995605469
Magnitude w/o Random Rescale,68.70466667073568,69.13199991699219,69.35600002441406,69.154,68.6199999975586,67.317999921875
Magnitude w/ Random Rescale,68.70466667073568,68.80599998046875,68.15399994628906,62.4499999609375,59.06199995117188,0.1
